identifier,formula_published,cas,gwp100,lifetime_years,log10_gwp100,source,source_table_ref,raw_smiles,via,canonical_smiles,isomeric_smiles,inchikey,rdkit_formula,rdkit_mw,cluster_id,log10_lifetime
"3,3,4,4-tetrafluorocyclobutene",cyc(‐CH=CHCF2CF2‐),2714-38-7,27.0,0.2299794661190965,1.4313637641589874,Hodnebrog_2020,RoG_2020_Table_5,C1=CC(C1(F)F)(F)F,pubchem_cas,FC1(F)C=CC1(F)F,FC1(F)C=CC1(F)F,GHTJJDFBXCKNEO-UHFFFAOYSA-N,C4H2F4,126.009262944,162,-0.6383109385444528
"1,3,3,4,4-pentafluorocyclobutene",cyc(‐CH=CFCF2CF2‐),374-31-2,97.0,0.7,1.9867717342662448,Hodnebrog_2020,RoG_2020_Table_5,C1=C(C(C1(F)F)(F)F)F,pubchem_name,FC1=CC(F)(F)C1(F)F,FC1=CC(F)(F)C1(F)F,FNURRVLRQSNEFB-UHFFFAOYSA-N,C4HF5,143.999841132,24,-0.1549019599857432
HFE-236ca12 (HG-10),CHF2OCF2OCHF2,78522-47-1,6370.0,26.5,3.8041394323353503,Hodnebrog_2020,RoG_2020_Table_5,C(OC(OC(F)F)(F)F)(F)F,pubchem_cas,FC(F)OC(F)(F)OC(F)F,FC(F)OC(F)(F)OC(F)F,AENINUZHGRRKOE-UHFFFAOYSA-N,C3H2F6O2,183.995898624,161,1.423245873936808
HFE-329mcc2,C4H2F8O,134769-21-4,3070.0,22.0,3.4871383754771865,Hodnebrog_2020,RoG_2020_T2,C(C(OC(C(F)(F)F)(F)F)(F)F)(F)F,pubchem_cas,FC(F)C(F)(F)OC(F)(F)C(F)(F)F,FC(F)C(F)(F)OC(F)(F)C(F)(F)F,QEROCSITFAXLCG-UHFFFAOYSA-N,C4HF9O,235.988368632,159,1.3424226808222062
HFC-134,CHF2CHF2,359-35-3,1330.0,10.0,3.123851640967086,Hodnebrog_2020,RoG_2020_Table_5,FC(F)C(F)F,override_by_cas,FC(F)C(F)F,FC(F)C(F)F,WXGNWUVNYMJENI-UHFFFAOYSA-N,C2H2F4,102.009262944,158,1.0
HFC-143,CH2FCHF2,430-66-0,382.0,3.6,2.582063362911709,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)F)F,pubchem_cas,FCC(F)F,FCC(F)F,WGZYQOSEVSXDNI-UHFFFAOYSA-N,C2H3F3,84.018684756,157,0.5563025007672873
HFC-152,CH2FCH2F,624-72-6,23.0,0.5,1.3617278360175928,Hodnebrog_2020,RoG_2020_Table_5,C(CF)F,pubchem_cas,FCCF,FCCF,AHFMSNDOYCFEPH-UHFFFAOYSA-N,C2H4F2,66.028106568,156,-0.3010299956639812
HCFC-225cb,CHClFCF2CClF2,507-55-1,596.0,5.9,2.7752462597402365,Hodnebrog_2020,RoG_2020_Table_5,C(C(C(F)(F)Cl)(F)F)(F)Cl,pubchem_cas,FC(Cl)C(F)(F)C(F)(F)Cl,FC(Cl)C(F)(F)C(F)(F)Cl,UJIGKESMIPTWJH-UHFFFAOYSA-N,C3HCl2F5,201.937546492,154,0.7708520116421442
HCFC-141,CH2ClCHClF,430-57-9,49.0,1.1,1.6901960800285136,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)Cl)Cl,pubchem_cas,FC(Cl)CCl,FC(Cl)CCl,NDKGUMMLYBINOC-UHFFFAOYSA-N,C2H3Cl2F,115.959583676,152,0.04139268515822508
1-Bromopropane,CH3CH2CH2Br,106-94-5,0.5,0.0410677618069815,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,CCCBr,pubchem_cas,CCCBr,CCCBr,CYNYIHKIEHGYOZ-UHFFFAOYSA-N,C3H7Br,121.973112324,149,-1.3864989655506534
"1,2-Dibromoethane",CH2BrCH2Br,106-93-4,1.0,0.243668720054757,0.0,Hodnebrog_2020,RoG_2020_Table_5,C(CBr)Br,pubchem_cas,BrCCBr,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,C2H4Br2,185.867974328,148,-0.6132002179614217
HFC-161,CH3CH2F,353-36-6,5.0,0.2190280629705681,0.6989700043360189,Hodnebrog_2020,RoG_2020_Table_5,CCF,pubchem_cas,CCF,CCF,UHCBBWUQDAVSMS-UHFFFAOYSA-N,C2H5F,48.03752838,146,-0.6595002376143908
HFE-245fa2,CHF2OCH2CF3,1885-48-9,922.0,5.5,2.964730921053629,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)(F)F)OC(F)F,pubchem_cas,FC(F)OCC(F)(F)F,FC(F)OCC(F)(F)F,ZASBKNPRLPFSCA-UHFFFAOYSA-N,C3H3F5O,150.010405816,145,0.7403626894942439
HFE-236fa,CF3CH2OCF3,20193-67-3,1160.0,7.5,3.0644579892269186,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)(F)F)OC(F)(F)F,pubchem_cas,FC(F)(F)COC(F)(F)F,FC(F)(F)COC(F)(F)F,MWVZDOGOCGRMOE-UHFFFAOYSA-N,C3H2F6O,168.000984004,144,0.8750612633917001
"(4R,5R)-1,1,2,2,3,3,4,5-octafluorocyclopentane",trans‐cyc(‐CF2CF2CF2CHFCHF‐)b,389-18-5,271.0,3.2,2.432969290874406,Hodnebrog_2020,RoG_2020_Table_5,[C@H]1([C@H](C(C(C1(F)F)(F)F)(F)F)F)F,pubchem_name,FC1C(F)C(F)(F)C(F)(F)C1(F)F,F[C@@H]1[C@@H](F)C(F)(F)C(F)(F)C1(F)F,QVEJLBREDQLBKB-JCYAYHJZSA-N,C5H2F8,214.002875824,13,0.505149978319906
HFO-1438ezy(E),(E)‐(CF3)2CFCH=CHF,14149-41-8,9.0,0.3,0.9542425094393248,Hodnebrog_2020,RoG_2020_Table_5,C(=C/F)\C(C(F)(F)F)(C(F)(F)F)F,pubchem_cas,FC=CC(F)(C(F)(F)F)C(F)(F)F,F/C=C/C(F)(C(F)(F)F)C(F)(F)F,SKQJYUPAFGVYKS-OWOJBTEDSA-N,C5H2F8,214.002875824,143,-0.5228787452803376
HFO-1447fz,CF3(CF2)2CH=CH2,355-08-8,0.5,0.0246406570841889,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C=CC(C(C(F)(F)F)(F)F)(F)F,pubchem_cas,C=CC(F)(F)C(F)(F)C(F)(F)F,C=CC(F)(F)C(F)(F)C(F)(F)F,LQAPOTKKMIZDGP-UHFFFAOYSA-N,C5H3F7,196.012297636,4,-1.6083477151670098
HFE-263 m1,CF3OCH2CH3,690-22-2,31.0,0.4,1.4913616938342726,Hodnebrog_2020,RoG_2020_Table_5,CCOC(F)(F)F,pubchem_cas,CCOC(F)(F)F,CCOC(F)(F)F,ZPVFXWAIPNKSLJ-UHFFFAOYSA-N,C3H5F3O,114.02924944,142,-0.3979400086720376
"3,3,3-Trifluoropropan-1-ol",CF3CH2CH2OH,2240-88-2,0.5,0.0410677618069815,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C(CO)C(F)(F)F,pubchem_cas,OCCC(F)(F)F,OCCC(F)(F)F,HDBGBTNNPRCVND-UHFFFAOYSA-N,C3H5F3O,114.02924944,141,-1.3864989655506534
HFC-1345zfc,CF3CF2CH=CH2,374-27-6,0.5,0.0246406570841889,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C=CC(C(F)(F)F)(F)F,pubchem_cas,C=CC(F)(F)C(F)(F)F,C=CC(F)(F)C(F)(F)F,IZHPSCJEIFFRLN-UHFFFAOYSA-N,C4H3F5,146.015491196,140,-1.6083477151670098
"3,3,4,4,5,5,6,6,6-Nonafluorohex-1-ene",n‐C4F9CH=CH2,19430-93-4,0.5,0.0246406570841889,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,pubchem_cas,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GVEUEBXMTMZVSD-UHFFFAOYSA-N,C6H3F9,246.009104076,4,-1.6083477151670098
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooct-1-ene",n‐C6F13CH=CH2,25291-17-2,0.5,0.0246406570841889,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,pubchem_cas,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FYQFWFHDPNXORA-UHFFFAOYSA-N,C8H3F13,346.00271695600003,4,-1.6083477151670098
HCFE-235ca2 (enflurane),CHF2OCF2CHFCl,13838-16-9,686.0,4.4,2.836324115706752,Hodnebrog_2020,RoG_2020_Table_5,C(C(OC(F)F)(F)F)(F)Cl,pubchem_cas,FC(F)OC(F)(F)C(F)Cl,FC(F)OC(F)(F)C(F)Cl,JPGQOUSTVILISH-UHFFFAOYSA-N,C3H2ClF5O,183.971433464,139,0.6434526764861874
HFE-236ea2 (desflurane),CHF2OCHFCF3,57041-67-5,2720.0,14.1,3.4345689040341987,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)(F)F)(OC(F)F)F,pubchem_cas,FC(F)OC(F)C(F)(F)F,FC(F)OC(F)C(F)(F)F,DPYMFVXJLLWWEU-UHFFFAOYSA-N,C3H2F6O,168.000984004,138,1.14921911265538
Perfluorodecalin (cis),Z‐C10F18b,60433-11-6,8270.0,200.0,3.9175055095525466,Hodnebrog_2020,RoG_2020_Table_5,C12(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(C(C(C(C2(F)F)(F)F)(F)F)(F)F)F)F,pubchem_cas,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,UWEYRJFJVCLAGH-UHFFFAOYSA-N,C10F18,461.97125796,137,2.3010299956639813
HFE-245cb2,CF3CF2OCH3,22410-44-2,784.0,5.0,2.8943160626844384,Hodnebrog_2020,RoG_2020_Table_5,COC(C(F)(F)F)(F)F,pubchem_cas,COC(F)(F)C(F)(F)F,COC(F)(F)C(F)(F)F,GCDWNCOAODIANN-UHFFFAOYSA-N,C3H3F5O,150.010405816,5,0.6989700043360189
HFE-245fa1,CHF2CH2OCF3,84011-15-4,980.0,6.7,2.9912260756924947,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)F)OC(F)(F)F,pubchem_cas,FC(F)COC(F)(F)F,FC(F)COC(F)(F)F,SFNHUVOCGCQZEG-UHFFFAOYSA-N,C3H3F5O,150.010405816,136,0.8260748027008264
HFE-356mff2,CF3CH2OCH2CF3,333-36-8,26.0,0.4,1.414973347970818,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)(F)F)OCC(F)(F)F,pubchem_cas,FC(F)(F)COCC(F)(F)F,FC(F)(F)COCC(F)(F)F,KGPPDNUWZNWPSI-UHFFFAOYSA-N,C4H4F6O,182.016634068,135,-0.3979400086720376
HFC-227ca,CF3CF2CHF2,2252-84-8,3140.0,30.0,3.496929648073215,Hodnebrog_2020,RoG_2020_Table_5,C(C(C(F)(F)F)(F)F)(F)F,pubchem_cas,FC(F)C(F)(F)C(F)(F)F,FC(F)C(F)(F)C(F)(F)F,UKACHOXRXFQJFN-UHFFFAOYSA-N,C3HF7,169.996647572,134,1.4771212547196624
HFC-236ea,CHF2CHFCF3,431-63-0,1570.0,11.4,3.1958996524092336,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)F)(C(F)(F)F)F,pubchem_cas,FC(F)C(F)C(F)(F)F,FC(F)C(F)C(F)(F)F,FYIRUPZTYPILDH-UHFFFAOYSA-N,C3H2F6,152.006069384,132,1.0569048513364727
HFC-245ca,CH2FCF2CHF2,679-86-7,827.0,6.6,2.9175055095525466,Hodnebrog_2020,RoG_2020_Table_5,C(C(C(F)F)(F)F)F,pubchem_cas,FCC(F)(F)C(F)F,FCC(F)(F)C(F)F,AWTOFSDLNREIFS-UHFFFAOYSA-N,C3H3F5,134.015491196,131,0.8195439355418687
HFC-245cb,CF3CF2CH3,1814-88-6,4790.0,39.9,3.680335513414563,Hodnebrog_2020,RoG_2020_Table_5,CC(C(F)(F)F)(F)F,pubchem_cas,CC(F)(F)C(F)(F)F,CC(F)(F)C(F)(F)F,FDOPVENYMZRARC-UHFFFAOYSA-N,C3H3F5,134.015491196,130,1.6009728956867482
HFC-245ea,CHF2CHFCHF2,24270-66-4,267.0,3.2,2.4265112613645754,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)F)(C(F)F)F,pubchem_cas,FC(F)C(F)C(F)F,FC(F)C(F)C(F)F,MWDWMQNTNBHJEI-UHFFFAOYSA-N,C3H3F5,134.015491196,129,0.505149978319906
HFC-245eb,CH2FCHFCF3,431-31-2,341.0,3.2,2.5327543789924976,Hodnebrog_2020,RoG_2020_Table_5,C(C(C(F)(F)F)F)F,pubchem_cas,FCC(F)C(F)(F)F,FCC(F)C(F)(F)F,ZDCWZRQSHBQRGN-UHFFFAOYSA-N,C3H3F5,134.015491196,128,0.505149978319906
HCFO-1233zd(E),(E)‐CF3CH=CHCl,102687-65-0,4.0,0.1163586584531143,0.6020599913279624,Hodnebrog_2020,RoG_2020_Table_5,ClC=C/C(F)(F)F,override_by_cas,FC(F)(F)C=CCl,FC(F)(F)C=CCl,LDTMPQQAWUMPKS-UHFFFAOYSA-N,C3H2ClF3,129.979712404,14,-0.9342012945560229
"1,1,2,2,3,3,4-heptafluorocyclopentane",cyc(‐CF2CF2CF2CHFCH2‐),15290-77-4,243.0,2.8,2.385606273598312,Hodnebrog_2020,RoG_2020_Table_5,C1C(C(C(C1(F)F)(F)F)(F)F)F,pubchem_cas,FC1CC(F)(F)C(F)(F)C1(F)F,FC1CC(F)(F)C(F)(F)C1(F)F,IDBYQQQHBYGLEQ-UHFFFAOYSA-N,C5H3F7,196.012297636,127,0.4471580313422192
PFC-1114,CF2=CF2,116-14-3,0.5,0.0032854209445585,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C(=C(F)F)(F)F,pubchem_cas,FC(F)=C(F)F,FC(F)=C(F)F,BFKJFAAPBSQJPD-UHFFFAOYSA-N,C2F4,99.99361288,126,-2.4834089785587126
HG-02,CHF2(OCF2CF2)2OCHF2,205367-61-9,6030.0,26.9,3.780317312140151,Hodnebrog_2020,RoG_2020_Table_5,C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,pubchem_cas,FC(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)F,FC(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)F,FZPPENGUXKSLGQ-UHFFFAOYSA-N,C6H2F12O3,349.981232564,1,1.429752280002408
HG-03,CHF2(OCF2CF2)3OCHF2,173350-37-3,5630.0,26.9,3.750508394851346,Hodnebrog_2020,RoG_2020_Table_5,C(OC(C(OC(C(OC(C(OC(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,pubchem_cas,FC(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)F,FC(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)F,LSIYZBIPJMCFSZ-UHFFFAOYSA-N,C8H2F16O4,465.969760064,1,1.429752280002408
"(2,2,2-Trifluoroethoxy)ethene",CF3CH2OCH=CH2,406-90-6,0.5,0.0098562628336755,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C=COCC(F)(F)F,pubchem_cas,C=COCC(F)(F)F,C=COCC(F)(F)F,DLEGDLSLRSOURQ-UHFFFAOYSA-N,C4H5F3O,126.02924944,125,-2.00628772383905
CFC-113a,CCl3CF3,354-58-5,4140.0,55.0,3.617000341120899,Hodnebrog_2020,RoG_2020_Table_5,FC(F)(F)C(Cl)(Cl)Cl,override_by_cas,FC(F)(F)C(Cl)(Cl)Cl,FC(F)(F)C(Cl)(Cl)Cl,BOSAWIQFTJIYIS-UHFFFAOYSA-N,C2Cl3F3,185.9017677,124,1.7403626894942439
Halon-1011,CH2BrCl,74-97-5,5.0,0.5,0.6989700043360189,Hodnebrog_2020,RoG_2020_Table_5,C(Cl)Br,pubchem_cas,ClCBr,ClCBr,JPOXNPPZZKNXOV-UHFFFAOYSA-N,CH2BrCl,127.902839844,123,-0.3010299956639812
HFO-1234ze(Z),(Z)‐CF3CH=CHF,29118-25-0,0.5,0.027378507871321,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,F/C=C\C(F)(F)F,override_by_cas,FC=CC(F)(F)F,F/C=C\C(F)(F)F,CDOOAUSHHFGWSA-UPHRSURJSA-N,C3H2F4,114.009262944,23,-1.5625902246063346
HFO-1225ye(E),(E)‐CF3CF=CHF,5595-10-8,0.5,0.0156057494866529,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,F/C(F)=C/C(F)(F)F,override_by_cas,FC(F)=CC(F)(F)F,FC(F)=CC(F)(F)F,QAERDLQYXMEHEB-UHFFFAOYSA-N,C3HF5,131.999841132,122,-1.806715368933845
HFO-1141,CH2=CHF,75-02-5,0.5,0.0068446269678302,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,FC=C,override_by_cas,C=CF,C=CF,XUCNUKMRBVNAPB-UHFFFAOYSA-N,C2H3F,46.021878316,121,-2.1646502159343
HFO-1123,CHF=CF2,359-11-5,0.5,0.0038329911019849,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,C(=C(F)F)F,pubchem_cas,FC=C(F)F,FC=C(F)F,MIZLGWKEZAPEFJ-UHFFFAOYSA-N,C2HF3,82.003034692,119,-2.4164621889281013
HFC-329p,CHF2CF2CF2CF3,375-17-7,3040.0,32.0,3.482873583608754,Hodnebrog_2020,RoG_2020_Table_5,C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,pubchem_cas,FC(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)C(F)(F)C(F)(F)C(F)(F)F,ZQTIKDIHRRLSRV-UHFFFAOYSA-N,C4HF9,219.993454012,118,1.505149978319906
HFE-254cb2,C3H4F4O,425-88-7,328.0,2.5,2.515873843711679,Hodnebrog_2020,RoG_2020_T2,COC(C(F)F)(F)F,pubchem_cas,COC(F)(F)C(F)F,COC(F)(F)C(F)F,YQQHEHMVPLLOKE-UHFFFAOYSA-N,C3H4F4O,132.019827628,117,0.3979400086720376
HCFO-1233xf,C3H2ClF3,2730-62-3,1.53,0.054,0.1846914308175988,Hodnebrog_2020,RoG_2020_T2,C=C(C(F)(F)F)Cl,pubchem_cas,C=C(Cl)C(F)(F)F,C=C(Cl)C(F)(F)F,OQISUJXQFPPARX-UHFFFAOYSA-N,C3H2ClF3,129.979712404,116,-1.2676062401770316
HFE-125,C2HF5O,3822-68-2,14300.0,135.0,4.155336037465061,Hodnebrog_2020,RoG_2020_T2,C(OC(F)(F)F)(F)F,pubchem_cas,FC(F)OC(F)(F)F,FC(F)OC(F)(F)F,ACYQYBAHTSKBLM-UHFFFAOYSA-N,C2HF5O,135.994755752,115,2.130333768495006
HFE-134,C2H2F4O,1691-17-4,6630.0,26.9,3.821513528404773,Hodnebrog_2020,RoG_2020_T2,C(OC(F)F)(F)F,pubchem_cas,FC(F)OC(F)F,FC(F)OC(F)F,IOCGMLSHRBHNCM-UHFFFAOYSA-N,C2H2F4O,118.004177564,114,1.429752280002408
HFO-1336mzz(Z),(Z)‐CF3CH=CHCF3,692-49-9,2.0,0.0739219712525667,0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,FC(F)(F)/C=C\C(F)(F)F,override_by_cas,FC(F)(F)C=CC(F)(F)F,FC(F)(F)/C=C\C(F)(F)F,NLOLSXYRJFEOTA-UPHRSURJSA-N,C4H2F6,164.006069384,22,-1.1312264604473472
HFO-1234yf,CF3CF=CH2,754-12-1,0.5,0.0328542094455852,-0.3010299956639812,Hodnebrog_2020,RoG_2020_Table_5,FC(F)(F)C(F)=C,override_by_cas,C=C(F)C(F)(F)F,C=C(F)C(F)(F)F,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4,114.009262944,113,-1.4834089785587097
HFO-1234ze(E),(E)‐CF3CH=CHF,29188-24-9,1.0,0.0520191649555099,0.0,Hodnebrog_2020,RoG_2020_Table_5,C(=CF)C(F)(F)F,pubchem_name,FC=CC(F)(F)F,FC=CC(F)(F)F,CDOOAUSHHFGWSA-UHFFFAOYSA-N,C3H2F4,114.009262944,23,-1.2838366236535057
CFC-114a,CCl2FCF3,374-07-2,7850.0,105.0,3.8948696567452528,Hodnebrog_2020,RoG_2020_Table_5,FC(F)(F)C(F)(Cl)Cl,override_by_cas,FC(F)(F)C(F)(Cl)Cl,FC(F)(F)C(F)(Cl)Cl,BAMUEXIPKSRTBS-UHFFFAOYSA-N,C2Cl2F4,169.93131824,112,2.0211892990699383
CFC-112a,CCl3CClF2,76-11-9,3740.0,52.0,3.5728716022004803,Hodnebrog_2020,RoG_2020_Table_5,FC(F)(Cl)C(Cl)(Cl)Cl,override_by_cas,FC(F)(Cl)C(Cl)(Cl)Cl,FC(F)(Cl)C(Cl)(Cl)Cl,SLGOCMATMKJJCE-UHFFFAOYSA-N,C2Cl4F2,201.87221716,6,1.7160033436347992
HFC-338pcc,C4H2F8,75-87-6,1480.0,13.5,3.170261715394957,Hodnebrog_2020,RoG_2020_T2,C(=O)C(Cl)(Cl)Cl,pubchem_cas,O=CC(Cl)(Cl)Cl,O=CC(Cl)(Cl)Cl,HFFLGKNGCAIQMO-UHFFFAOYSA-N,C2HCl3O,145.909297692,111,1.130333768495006
HCFC-132c,CH2FCCl2F,1842-05-3,359.0,4.1,2.55509444857832,Hodnebrog_2020,RoG_2020_Table_5,C(C(F)(Cl)Cl)F,pubchem_cas,FCC(F)(Cl)Cl,FCC(F)(Cl)Cl,OIQOUHIUUREZOM-UHFFFAOYSA-N,C2H2Cl2F2,133.950161864,110,0.6127838567197355
